review,target
"This review is for the extended cut of this movie.<br /><br />I first watched Dragon Lord when I bought it on DVD many years ago. I always liked this movie and you can read some of the more positive reviews of it to get the general idea.<br /><br />That being said. I've always found the storyline a bit confusing. The movie is, after all, a love story. And it always seemed strange to me that a love story should end with a 20 minute fight scene.<br /><br />Well, in the extended version this is no longer so. The old ""original"" version begins off with a huge barrel-climb/rugby-like sequence which is the new ending sequence in the extended version. The opening sequence is Dragon(Jackie Chan) hanging around his house and pretending to be training and reciting whenever his father is around.<br /><br />Other sequenced have also been shift or prolonged in the extended cut and the story makes a lot more sense when you watch it. The pacing is also better and overall it just works better. It feels more like a love story and doesn't leave you asking questions about why it ends so drastically and dramatically as the regular version does.<br /><br />I suggest everyone who is a Hong-Kong cinema, or just plain Jackie Chan fanatic to get a hold of the extended version and watch the movie the way it was originally intended.(Or at least that's how I think it was intended. Why else would they make it and rearrange some of the scenes) When I was done watching it, I felt like I had watched a completely new Jackie Chan movie although most of the sequences were the same.",1
"I went to the movie theater this afternoon expecting to be underwhelmed by Scoop. Happily, the film exceeded expectations, at least a little bit. It's nothing heavy, nothing deep -- and not anywhere as good as any number of real Allen masterpieces -- but it's also completely enjoyable as a light, bantering comedy. There's something kind of simple and sweet about it. ""Cute"" was the word I heard from people in the audience as they were walking out after the show. It doesn't feel like Allen set out to create a masterpiece here, it feels like he wanted to make a little comedy and have fun doing it. Compared to just about everything Hollywood is producing, Allen's stuff has a tendency to charm. Even the fluffy stuff. These days it's just refreshing to go to a movie made by an actual human being.",1
"my name is Heather and i am the girl whose story this movie was based on. I want to thank all of you who saw this movie and enjoyed it. as crude and harsh as some of the things that were depicted in this movie were, it didn't really even come close to describing how bad things actually were. not to mention the affect everything had on my mother and little sister. thanks once again for the great comments that everyone had,i truly appreciate them<br /><br />Hi everyone!<br /><br />This is Heather's mom. It's hard to believe that so many years have gone by since this movie was made. Harder even to believe that people were still watching it a year ago. For any of you out there who have gone thru the same or similar kind of situation, please know that there are people out here in cyberspace that do understand completely how you feel. Our thoughts and prayers are with each and every one of you.",1
"I found this film to be quite an oddity. From the very get go I found it extremely hard to like this movie, and now after a little thinking about it I can pretty much pinpoint the reason why. Jean-Marc Barr, although I love him to bits (I think Zentropa is one of the best movies ever made) is quite miscast here, and although I can't figure for the life of me who would be better, I am sure someone could have taken his place quite easily and make this film work. Everything else is fine, except for the stabs at weak comedy (A Meet The Parents Joke is not really needed, filmmakers!) and I really like Richard E. Grant as the British Major. It just suffers from one thing.. Jean-Marc.",0
"I saw most of the episodes of RMFTM as a teenager on ""Cliffhanger Theater"" running after midnight on a local station some years ago, and then again when Mystery Science Theatre riffed on it in the early 90's. Time has not been kind to it. <br /><br />I can certainly make allowances for the special effects, which were quite impressive for a low budget 50's serial (IMO Commando Cody's flying scenes were better than George Reeves/Superman's in his TV show). And I can also make allowances for the ahem, ""acting"", and fight choreography -. except for the guy who plays the ruler of the Moon Men. He is incredibly miscast. He looks and acts like the fellow who comes to fix your plumbing, not the despotic ruler of an alien race. Even the corny dialog works all right - everyone rattles off their lines like strings of firecrackers, with no wasted time or pauses for things like ""thought"" or ""introspection"". Since everyone does this, the viewer finds it immersive after awhile, and even to my modern sensibilities, it doesn't bother much. <br /><br />What really irritates me is the writing and the plotting. I'm not talking about the sunny weather on the moon, or baking soda powered rocket ships, or a flying suit that has controls labeled ""up/down"" and ""fast/slow"". I'm not even bothered by the cheesiness of the resolutions to the cliffhangers that end each chapter. I'm talking about the fact that our supposed heroes are dumber than fence posts and have no cumulative memory. And by the fact that although that the dialog clips along like an express train, the plot goes through the same motions again and again. <br /><br />Dig it: Commando Cody and his pal are the spearhead of a top secret hi tech science lab charged with protecting Earth (or at least the USA) against an insidious alien invasion. But his office has no guards or security checkpoints. They don't even have locks on the front doors. So the bad guys walk RIGHT IN and beat the crap out of the Cody and his staff ...not once (perhaps understandable) but SEVERAL times. They even kidnap his female assistant on the second try. And they never get any smarter. To further prove my point, allow me to point out the way that Cody jumps in his flying suit and flies around getting into trouble and never actually seems to succeed in catching anyone. He does this over and over and over. Cody also flies his ship to the Moon (the woman assistant comes along to cook), stays for about 30 seconds and immediately turns around and comes back. Cody captures one of the Atomic Ray guns...and immediately loses it again to the bad guys because he couldn't be bothered to lock it up. And so on.<br /><br />And you would think that if Cody's efforts were so vital to saving the USA from the Moon Men, that he might ask for a few soldiers with carbines, a few helicopters and a tank or two to back him up, instead of just working with the local police all the time. This was supposed to be a military operation, but they act like it's another episode of ""Gangbusters"". <br /><br />It's all rather hard to stomach. I appreciate that the creators were severely limited in the scope of their story by budget and time constraints...and I appreciate that Cody is actually a reasonably tough hombre (even though he loses half of his fistfights). But I just can't help yelling ""DOOR! LOCK THE DOOOOR!!"" when the gangsters simply walk into his lab, or try to blow up the ship and there are NO security measures at the landing site in place...not even a fence (!). <br /><br />Still, it's OK. Of the three Republic serials I've watched, ""Phantom Creeps"" had a better plot, and ""Undersea Kingdom"" had more atmosphere (hah!) and a better hero than ""Radar Men"", but it's an OK time-waster. <br /><br />BTW...why ""Radar"" men? They didn't use radar, they used Atomic Ray Guns. Shouldn't the title have been ""Atomic Ray Gun Men From The Moon?""",0
"Saw this as previous viewer by accident, I have watched it twice now. I thoroughly enjoyed it, no silly thought provoking messages just plain good fun entertainment, good songs, good characters and a just a feel good film Highly recommended to those of us that just like to enjoy films and not dissect them Great Fun for all the family here. I didn't realise Rosie Alvarez is played by Vanessa Williams, she is excellent and very sultry. The songs like One Boy and One last Kiss are really enjoyable to listen to and to tap your feet to Jason Alexander is the complete contrast to his character in Pretty Woman ans is very good. Tyne Daley still sticks in my mind from Cagney and Lacey and her voice and accent still had that remembrance in it. Overall I just loved it and will be looking to purchase it if it is available",1
"I hated the first episode of this show ( 'Protesting Hippies' ) so much in 1999 that I shunned the rest. However, when it came on 'The Paramount Comedy Channel' I watched it in full and, to my surprise, found it absolutely hilarious ( Motto: never judge a comedy series in its first week )! <br /><br />Set in 1969, 'Hippies' stars Simon Pegg as 'Ray Purbbs', editor of an 'Oz'-like underground magazine called 'Mouth'. His friends are the feminist Jill, laid-back Alex, and the half-wit Hugo. Back in the late '60's, there was a feeling of incredible optimism amongst the young, that they could change the world through the printing of magazines nobody read. Rather than sneering at the hippies' naivety, 'Hippies' is affectionate towards it. Arthur Mathews' scripts cheekily parody a number of that era's icons - 'Hair', 'Woodstock', 'The Graduate', even the infamous 'Oz' obscenity trial of the early '70's. Excellent performances from the cast; Julian Rhind-Tutt's 'Alex' strangely put me in mind of the Richard O'Sullivan character from 'Man About The House'. Its a shame that there was never a second series, possibly because of people like me. If you missed 'Hippies', give it a try. Once you get past the dire opener, you're in for a treat!",1
"I think that the movie was kind of weird. In the opening scene, a person is killed for no reason. He doesn't get mentioned again. The special effects could have also be better but i enjoyed watching an older horror movie. It isn't the best example of a classic horror movie but it still was an alright movie. I give it about a 5 out of 10 of the scale.",1
"***Possible spoilers***<br /><br />I recently watched this movie with my 11 year old son and was pleased to see that he laughed in the right places and was thrilled by the action sequences. Ron Ely is just right as Doc. Cool, calm, almost always in control(and with an occasional twinkle in his eye). What more can one ask for? I have never read a Doc Savage book, so I don't know if it is faithful to the source but I enjoyed the light tone and derring-do. Many people have compared this movie to Raiders of the Lost Ark, which I don't think is fair. The difference in budget is astounding(Raiders must have at least 10 times the budget). Doc Savage does not have the extensive location work that Raiders has. Special effects are also at a minimum but come on people, the story is a lot of fun and the humor is just right. The Sousa music is catchy(love that theme song- Every time I watch the film, I end up humming the theme for days).The best way to approach this film is to just RELAX and enjoy. Highlights include the exciting opening sequence where the fabulous five and Doc chase the Indian sniper throughout the rooftops of New York and the VERY funny fight sequence between Doc and Captain Seas. Not as good is the villain who sleeps in a giant crib (really!). Overall a great movie to watch on a rainy day. I give it 7 out of 10.<br /><br />Doc Savage, Doc Savage...thank the lord he's here!",1
"This is Jackie Chan's best film, and my personal favourite. After the disappointing U.S made 'The Protector' directed by James Glickenhaus, Jackie took the concept and placed it slap bang into Hong Kong. This is also probably Jackies most violent movie, with the audience cringing at the bone breaking stunts.<br /><br />The action is fast and furious, Jackie and his crew really did put max effort into the fight design. Bones were broken and blood spilt in the process of making this film as you'll see in the credits.<br /><br />The script is a simple cops and robbers affair, nothing special, after all it was written around the action. I must say that the english version has some dodgy dubbing, but it shouldn't put you off too much.<br /><br />So, get the lads round, crack open the beers and enjoy. By the way, the film was nicknamed 'Glass Story' by the stunt crew. Why? I'll let you find out for yourself!!",1
"The story and the show were good, but it was really depressing and I hate depressing movies. Ri'Chard is great. He really put on a top notch performance, and the girl who played his sister was really awesome and gorgeous. Seriously, I thought she was Carmen Electra until I saw the IMDb profile. I can't say anything bad about Peter Galleghar. He's one of my favorite actors. I love Anne Rice. I'm currently reading the Vampire Chronicles, but I'm glad I saw the movie before reading the book. This is a little too""real"" for me. I prefer Lestat and Louis's witty little tiffs to the struggles of slaves. Eartha Kitt was so creepy and after her character did what she did The movie was ruined for me; I could barely stand to watch the rest of the show. (sorry for the ambiguity, but I don't want to give anything away) Sorry, but it's just not my type of show.",0
"We're talking about a low budget film, and it's understandable that there are some weaknesses (no spoilers: one sudden explosives expert and one meaningless alcoholic); but in general the story keeps you interested, most of the characters are likable and there are some original situations. <br /><br />I really like films that surprise you with some people that are not who they want you to believe and then twist and turn the plot ... I applaud this one on that. <br /><br />If you know what I mean, try to see also ""Nueve Reinas"" (Nine Queens) a film from Argentina.",1
"Highly regarded at release, but since rather neglected. Immense importance in the history of performing arts. A classic use of embedded plots. One of my favourite films. Why hasn't the soundtrack been re-released?",1
"Having read the other comments on this film, I would like to share my own view that this is one tough movie to see unless you are a total Brooksophile. I am not.<br /><br />When looked at by a purely objective observer, the film is an unbalanced narrative that presents us with more undistilled neuroses than are capable of being absorbed in one sitting. It is quite difficult to watch. The Brooks character (Robert Cole) is so unsympathetic and unpleasant that it is hard to relate to him---let alone root for him as he stumbles from one dysfunctional self-absorbed situation to the next. And he should NEVER do a topless scene and expect to be taken seriously in a romantic context. No man could have that much exposed foliage and be supposed to turn on a babe like Kathryn Harrold----unless, of course, he is Albert Brooks in an Albert Brooks-controlled production.<br /><br />""Modern Romance"" has its amusing moments-----but they are fragmentary and infrequent. More often than not, I felt as if I were on a confined journey with a thoroughly dislikable person and wishing that it would end already. It confirms the problems that can develop when too much control of a film is placed in only one person---someone who lacks the self-discipline to be able to step back from it and see what is clearly happening.<br /><br />As most people probably know, James L. Brooks, who played the director in this film, is in fact what he portrayed. Six years later, he cast Albert Brooks in the very successful ""Broadcast News."" James showed us how Albert can shape a credible and entertaining comic performance. Albert allowed us to see James (generally not cast as an actor) do a rare comic turn in a surprisingly effective manner.<br /><br />Fans of ""Modern Romance"" will by now have moved on to the next laudatory comment about it. To you I say-----there is enough pain in the world without having to find it in a film intended as an entertainment.",0
"I could not, for the life of me, follow, figure out or understand the story. As the plot advances it too stays incomprehensible. I'm going to guess and say that there was a preproduction story/plot problem that never got sorted out. The producers could never separate the many details that the novel, or any novel, has the time and space to create from the other idea, which was to make a movie about a serial killer and the killer's pursuit by the police. They ended up with too many things happening in a proscribed feature film time limit. Too bad really because they had a solid cast, a director who knows how to move things around and excellent cinematography. In fact, a well made movie that one could enjoy and relax with for a couple of hours.",0
"this was the most costly film, when produced. Sir Alexander Korda and H.G. Wells were both distressed by its poor ratings---for good reason. it was and remains far ahead of its time. aside from the seemingly poor direction, probably editing, at the very beginning, the work moves along to a stunning conclusion.<br /><br />whether its Sir Ralph Richardson's 'Boss' role, or even better, his wife's, Sir Cedric's, as adversary to space-faring, Raymond Massey's 'John Cabal' center role---all deliver mind-boggling performances.<br /><br />the scene with mr. Korda's incomparable set, of the small girl-child, running out to an absolutely 'never-to-be-matched' scene, commenting 'Life just keeps getting lovelier and lovelier'? that swiftly brings tears to any parent/grandparent. this is not a film for the young--unless 'experienced' and rather those who have seen 'the horror' it opposes.<br /><br />sure, the 'phony-parachuting', looks hokey---while using a 'magnetic-cannon', now termed 'mass-driver' may be viewed as ridiculous, vs. rockets---give Sir Korda a break--Mr. Wells made that choice. and at +/- $8 million, this film went way beyond 'over-budget'---so he concentrated on what he could manage.<br /><br />the true power of this Greatest of cinema rests in 'John Cabal's' final statement of human destiny---his friend 'Passworthy' doubts the wisdom of space-faring, saying, 'We're such little animals.' John Cabal's proper response is,(paraphrased) 'Yes, little animals, and if that is all we are, we must live and die as such.' they are standing under a large astronomical telescope. he sweeps his hand over the night sky. 'Yet we may have all the Universe, or nothing.'---then the final chorus breaks in---'Which shall it be?'---this is not 'Star Wars', 'Blade Runner'---anything you may consider 'Great'---this is the Real Thing.<br /><br />i remind all of Steven Hawking's most recent address, upon his latest 'Medal of Honor'---'Humanity must leave Earth, or die.'---the very core of this work---i love 'standard entertainment'---yet this 'relic', for the wise viewer, offers far more. 'Which Shall It Be?' be in the proper 'mood'---whatever that takes---this will take your breath away---i 'guarontee'---overall, for humanity? the most significant of cinema. <br /><br />since posting, i note many have commented on the poor 'media-quality' of 'surviving' examples. in the 80's i developed a 'proprietary' 'colorization' process which required a 'clean' original. this led me to Michael Korda, who sadly noted all were gone---so we must relish what remains---'sad but true?'",1
"Firstly,I must admit that it isn't a good movie. And,I would never watch this movie if Pacino wasn't in it.<br /><br />The movie is about a publicist's strange 24 hours.And he is overworked,dizzy,sick and sometimes regretful.I don't like the character at all.It's really boring,after 20 minutes you may fall asleep.And I don't understand why Pacino wanted to be a part of this horrible movie.Just because of money or what?<br /><br />Since I'm an avid Pacino fan,I bought this 2002 movie People I Know.If you haven't bought it yet,don't even think about it,it's just a waste of time.",0
"I have a 19-month old and got really tired of watching Care Bears all the time. Rooney is a great dancer, who cares if he is gay. This guy must have been a cheerleader or something.<br /><br />Beats Barney, cant get the songs out of my head....must...stop singing........Doodlebops songs........NOW.<br /><br />Must have 10 lines of text so I must continue.....what about when the say all the Canadian stuff like OOOUT Aboooot. Whacky Canadians.....Jazmine is rhyming too much, she must be Dutch.<br /><br />Knock knock, who's there, Dee Dee, super Hottie<br /><br />Bus driver Bob cannot dance, take lessons from Rooney",1
"There have been many film and TV productions of Jane Eyre each with aspects to recommend them, but I suspect this is the one that people will still be discovering and falling in love with decades from now. It's just a classic (and offers much more of the story than others do). Timothy Dalton is utterly in his element as Rochester, rarely missing the mark; his performance is astonishingly nimble and many-colored, while never straying too far from the dark complexities of the character. Zelah Clarke's Jane is more cerebral than otherworldly, but she makes a perfect foil for Dalton (who, appropriately, towers over her!) The nuances of her performance come through better on a second viewing (once you've absorbed the shock of Dalton's charisma). There are some technical faults and a couple of moments where the production values could have been better; though this pretty much was a top-of-the-line production by the BBC's standards of that time. But, it's the performances that are the real pleasure. Don't miss this one!",1
"Many of the lead characters in Hideo Gosha's 1969 film ""Hitokiri"" (manslayer; aka ""Tenchu"" -- heaven's punishment) were actual historical figures (in ""western"" name-order format): Ryoma Sakamoto, Hampeita Takechi, Shimbei Tanaka, Izo Okada, ____ Anenokoji. The name ""Hitokiri,"" a historical term, refers to a group of four super-swordsmen who carried out numerous assassinations of key figures in the ruling Tokugawa Shogunate in the mid-1800s under the orders of Takechi, the leader of the ""Loyalist"" (i.e. ultra-nationalist, pro-Emperor) faction of the Tosa clan. What was this struggle about? Sad to say, you won't find out in this film. ""Brilliant History Lesson"" indeed!<br /><br />No, Gosha is much more interested in showing you the usual bloody slicing and dicing and (at absurd length) the inner torment of the not-very-bright killer Izo Okada than in revealing actual history. Sakamoto, for example, was someone of historical significance, considered to be the father of the Imperial Japanese Navy. The closest Gosha comes to providing a history lesson is the scene in which Sakamoto, whom Takechi considers a traitor to the Loyalist cause, comes to Takechi's mansion to try to sway him ideologically. He begins by talking about the international political situation, with foreign warships in Japan's ports and a Japan that is too weak militarily to defend against them. Want to know more? Sorry. Gosha cuts off this potentially fascinating lecture in mid sentence(!). So much for informing his audience about a turning point in Japanese history.<br /><br />The film left me in utter confusion about the aims of the two sides in this struggle. For the two and a half centuries that the Shogunate held central power in Japan, it was an institution dedicated to preventing social change, to preserving the feudal relations of society. It was fearful of outside contamination, both ideological and technological. In keeping with this spirit, it outlawed firearms, those instruments of ""leveling"" in Europe and the Americas, with which a peasant could have stood up to a samurai. Throughout this period, the Emperor was nothing more than a spiritual figurehead.<br /><br />But, in the towns, which stood in neutral zones between the feudal fiefdoms, a new class of merchants, landlords and craftsmen was developing -- the class known in Europe by its French name, the bourgeoisie. Inevitably, as this new class gained strength, it chafed against the many confines of feudal society. As in Europe, the king (Emperor) became the central figure in the bourgeoisie's struggle for power against the feudal aristocracy. But a political leadership does not always fully understand the interests of the class it serves. When the outside world arrived with a bang in 1853, in the form of U.S. Admiral Perry's ""Black Ships,"" the ruling elite of Japan was thrown into a crisis. Their military was no match for these foreigners. Also, they had heard about the havoc the British and French imperialists were wreaking in China. What should Japan do to save itself from the fate of its weak neighbor? Surprisingly, some elements within the usually isolationist Shogunate were inclined to open trade with the foreigners in order to obtain some of their advanced technology. This is the point of view represented (just barely) in the film by Sakamoto. On the other hand, the Emperor-loyal ultra-nationalists, represented by Takechi, believed they could keep out the foreigners by force, if only they could prevent the other faction from ""selling out the country."" (Sound familiar?) Thus, the assassination of key Shogunate figures is in order -- and away we go.<br /><br />Takechi's motivations were, for me, the film's biggest puzzle. Gosha suggests that he is fighting mainly for his personal advancement rather than for the Loyalist cause. Can we take this to represent the tenor of the Loyalists as a whole? (Do you care?)<br /><br />Several reviewers have compared this film favorably with ""Goyokin,"" which Gosha made in the same year. But, where ""Goyokin"" is a crackling, suspenseful, adventure yarn, with a hero worthy of sympathy, ""Hitokiri"" is plodding, nowhere near as compelling and lacks such a hero. Sakamoto could have been this film's hero but we are not allowed to know him -- nor what he stands for -- well enough for him to achieve that status.<br /><br />In view of his wonderful scores for five previous Kurosawa films, Masaru Sato's score here was very disappointing, sounding like something rejected from a ""Bonanza"" episode.<br /><br />Barry Freed",0
"It's interesting that a novel with no plot has become the basis for two films. While The Heiress was a good, if not entirely accurate, adaptation, Washington Square is a heavy-handed and poorly acted, except for the part of Dr Sloper, film that could have been so much better.<br /><br />The director's attempts at making 'beautiful' scenes were so obvious that I actually cringed. It has none of the understated and simple beauty that a movie with no plot can have, such as Onegin. I agree with other comments about Leigh's portrayal of Catherine as an idiot, instead of naive and shy; she made me despise her not feel for her.<br /><br />Catherine's transition from childlike trusting to adult cynicism, the whole point of the story, was internalised, just as it was in the novel. But we don't have the benefit of a narrative voice to tell us that in a film! I think someone skipped adaptation class at filmschool.<br /><br />I appreciate the director's attempts to make a moving and beautiful film out of a difficult text but it just didn't work.",0
"""Fever Pitch"" is a sweet and charming addition to the small genre of sports romances as date movies or movies a son could be willing to go to with his mother (though the guys in the audience got noticeably restless during the romantic scenes).<br /><br />I have lived through a milder version of such a story, as my first exposure to baseball was dating my husband the spring after the Mets first World Series win and then I watched the Mets clinch their next one because I was the one still up in the wee hours with our two little sons, who have grown up to teach me more about baseball through our local neighborhood National League team's other heartbreaking failures to win it again (and it was me who took our older son to his only Fenway Park game as I caught a bit of Red Sox fever as a graduate student in Boston).<br /><br />So compared to reality, the script believably creates two people with actual jobs. It is particularly impressive that Drew Barrymore's character is a substantive workaholic who has anti-Barbie skills, though she pretty much only visits with her three bland girlfriends during gym workouts that allow for much jiggling and the minor side stories with her parents don't completely work.<br /><br />It is even set up credibly how she meets Jimmy Fallon's math teacher and how she falls for his ""winter guy"" -- though it's surprising that his Red Sox paraphernalia filled apartment didn't tip her off to his Jekyll-and-Hyde ""summer guy."" Their relationship crisis during the baseball season is also played out in a refreshingly grown-up way, from efforts at compromise to her frank challenges to him, centered around that they are both facing thirty and single. Fallon surprisingly rises to his character's gradual emotional maturity.<br /><br />While the ending borrows heavily from O. Henry, the script writers did a yeoman job of quickly incorporating the Sox's incredible 2004 season into a revised story line (with lots of cooperation from the Red Sox organization for filming at the stadium).<br /><br />The script goes out of its way to explain why Fallon doesn't have a Boston accent, as an immigrant from New Jersey, but that doesn't explain why his motley friends don't. The most authentic sounding Boston sounds come from most of his ""summer family"" of other season ticket holders, who kindly kibitz the basics of Sox lore to neophyte Barrymore (and any such audience members).<br /><br />The song selection includes many Red Sox fans' favorites, from the opening notes of the classic ""Dirty Water,"" though most are held to be heard over the closing credits as if you are listening to local radio and are worth sitting through to hear.",1
"Burlinson and Thornton give an outstanding performance in this movie, along with Dennehy. Although it is at first thought to be only about love, it really goes down deeper than that. The beauty of nature captures this movie, placing among one of the best I have ever seen. The horse scenes are absolutely fantastic!! Any horse-lovers out there will love this movie!<br /><br />",1
"(SPOILERS IN FIRST PARAGRAPH) This movie's anti-German sentiment seems painfully dated now, but it's a brilliant example of great war-time propaganda. It was made back when Cecil B. DeMille was still a great director. (Ignore all his later Best Picture Academy Awards; he never made a very good sound film.) This movie lacks the comedy of most of Pickford's other films, and really it was DeMille's movie, not Pickford's. The vilification of the Germans can be compared to the way ""The Patriot"" of 2000 did the same to the British. The only good German in the film was a reluctant villain who had the ironic name of Austreheim. They even had Pickford take an ill-fated trip on a luxury ship that gets torpedoed by a German submarine. So what'll get the Americans more stirred up to war? The sinking of the Lusitania, or watching America's favorite Canadian import sinking in it? All throughout the film DeMille runs his protagonist from one kind of horrible calamity to another, barely escaping death, hypothermia, depravity, rape, execution, and explosions that go off in just the right place to keep her unharmed. The way she is saved from a firing squad is no more believable than the way the humans in ""Jurassic Park"" were ultimately rescued from the velociraptors. If I was any more gullible to such propaganda I would punish myself for having a part-German ancestry. <br /><br />Was it a good film? Aside from a humorous running gag about Americans abroad thinking they're untouchable  that was apparently a joke even back then  you might not be entertained. You'll find it more than a little melodramatic, and obviously one-sided, but the first thing that came to my mind after watching it is that it was years before Potemkin's false portrayal of a massacre revolutionized the language of cinema as well as a movie's potential for propaganda. It made me wonder: what became of Cecil B. DeMille? Somewhere between the advent of sound and ""The Greatest Show on Earth"" he seemed to lose his ambition. Ben Hur looked expensive, but not ambitious. In a sentence, this movie is for 1) Film historians, 2) Silent Film Buffs, 3) Mary Pickford fans, or 4) DeMille fans, if such a person exists.",1
"Dialogue: stilted, clichéd; Acting: hammy, clichéd; Plot: predictable, clichéd.<br /><br />Just what are Christopher Plummer Nastassia Kinski doing in this ""B"" rubbish? Plummer was well established decades before this movie was made, Kinski had masterpieces like ""Tess"" and ""Cat People"" behind her... Must have been desperate.<br /><br />The bad guys all have bad-guy accents - *bad* bad-guy accents! (Plummer especially! Where *did* he learn to do ""German""?) and most of them have bad-guy sneers as well. The innocent bystanders all overdo their panicking enough to make you laugh. The good guy survives, amongst other things: * a 5"" throwing knife buried hilt-deep in his shoulder - just pulls it out and seconds later is using the arm with no difficulty at all; * marines' machine-gun fire (I think someone referred to a .50) in the leg which he sorts out by tying a bandage around his pants leg and thereafter he barely has a limp; * several fist-fights in which he sustains multiple punches to the face as well as being run cranium-first into a door frame; * a fall, backwards, from what looks like the third floor, onto paving, without the slightest sign of a twisted ankle or any other such trifling inconvenience. The script has exactly 3 clever lines, the rest of the time it's all so dull and boring.<br /><br />OK it's not all bad. Plummer does bring a certain class to his part, and is undoubtedly the best actor in this flick. Of course that doesn't say much, but he can do the callous villain without resorting to the ham techniques most of the villains use here. He delivers his ""Ve haff vays and meance"" type lines with some menace, but you are always aware you are watching Christopher Plummer acting the villain.<br /><br />This movie is truly an awful waste of time. The acting, such as it is, is sort of 70's 007 movies wooden line delivery meets Bruce Lee's very obviously faked fight scenes, but it's not even anywhere near as good as either a Roger Moore 007 or a Bruce Lee film. Don't bother.",0
"Horror movie??really???? i cant believe how bad this movie was,what the point of this movie??? the movie almost 1h and 30 min and the first 70 minutes of it,is just lena walking around with this stupid look on her face after she had an accident....not much talking at all,not even much actions at all.. i have to say tho,the last 20 minuets it got little tiny action.. and was still stupid....... and the end oh my god,i don't know where to begin,it also end up with this stupid look on lena face lol.. don't get me wrong i love Lena Headey,i think she is great actress,but i don't know what got into her to do this movie.. don't waste your time and watching it,because this movie has no story,has no acting ..and has no point...not to mention how slow this movie goes and it feels like you been watching it forever.",0
"Rain or shine outside, you enter a movie house. It makes you happy. (If not, come right out.) Lights go off. You settle down with a bar of ice cream. Moving pictures begin to flicker on the screen. You feel content. In the dark, you are back in the beginning of time. Sitting around the campfire...looking at the modern version of the flickering flames 24 times per second and sharing the joy of discovering the unknown turns and twists of the scenario with rest of your clan/spectators.<br /><br />Those who are not happy with themselves, should not write comments. (Long live romantic comedies...)",1
Ask yourself where she got the gun? Remember what she was taught about the mark's mindset when the con is over? The gun had blanks and it was provided to her from the very beginning.<br /><br />When the patient comes back at the end she was SUPPOSED to see him drive away in the red convertible and lead her to the gang splitting up her 80 thousand.<br /><br />The patient was in on the con from the beginning.<br /><br />Mantegna does not die in the end - the gun had blanks.<br /><br />There - enough spoilers for you there? This is why people are giving it such high ratings. It's extremely original because of the hidden ending and how it cons MOST of the audience.,1
"Except for the acting of Meryl Streep, which is of note as always, I'd avoid this film because it has a dated ""Movie of the Week"" quality about it. But it is worth watching if you keep the several understories in mind: How a couple endures media scrutiny, and how the different are treated.<br /><br />Throughout the movie the issue is the credibility of the different. Australians are different than ""us"" (most of the rest of the world), so we (most of us) automatically come at it with an air of ""oddness"" about them. The couple involved is religious (different than most of culture) and Adventists (different) at that. So their lifestyle and mindset are suspect to begin with. Dingos are different animals than other dogs, so again we're faced with oddness questions. The real story, then, is how society (and the world) treats the different, those who have different accents, different beliefs, than we do and how we treat what they say as suspect.<br /><br />It's difficult to hear the phrase ""A dingo took my baby!"" without laughing and there are humorous posts, sadly, all over the web about it. But in the years that followed the story and the movie it has been discovered (as you'll find in web searches) that much larger children have been stalked by dingos. Research by experts in dingos have shown that it was not only possible but most probable that the baby was taken by dingos (maybe a pair), extracted expertly from the clothing and eaten within moments without a trace.<br /><br />Yet what is left behind is the question of why people defended dingos when they were found to be endangering children rather than killing the dingo to save the children, why because a woman's affect (expression) is so cold she is assumed to be guilty, and on and on.<br /><br />Haunting questions, with or without the film.",0
"I thought that the nadir of horror film making had been reached with ""Book of Shadows"", I was wrong. This film makes that look like ""The Magnficiant Ambersons"" compared to this piece of shameless, unexpurgated fecal matter that has the audacity to call itself a movie. I'd write more but I'm still to angry that I was idiot enough to spend £3 renting it, bobbins.<br /><br />And were these people English? and where is the forest> I have lived in the UK two thirds of my life and as far as I know there are no dark uncharted woodlands in the midlands. The whole bally thing looked like a national trust conifer plantation. Those angels looked like anorexic pornstars (turned most of them were, did my research). I did however like the bit when Judd got ripped in pieces.<br /><br />P.S I love and admire Tom Savini but HE CANNOT ACT",0
"A disappointing end to a season that started so well ...<br /><br />Exodus part 2 and other notable episodes were amongst the best seen on TV in any series, where as this was rather bad.<br /><br />Well I am not sure if it was the episode that was a disappointment, but the cheesy guitar music at that accompanied the closing sequence was laughable and would have been more at home in the original series.<br /><br />Its almost as if the corporate execs didn't like the low key down note ending and wanted to jazz it up. They failed and rather spoilt everything.<br /><br />Lets hope this is not a trend for the future.<br /><br />Still at least we saw the return of a certain person even if somewhat bizarrely and tritely done.",0
"This is without doubt the best documentary ever produced giving an accurate and epic depiction of World War 2 from the invasion of Poland in 1939 to the end of the war in 1945.<br /><br />Honest and to the point, this documentary presents views from both sides of the conflict giving a very human face to the war. At the same time tactics and the importance of Battles are not overlooked, much work has been put into the giving a detailed picture of the war and in particularly the high, low and turning points in the allies fortunes. Being a British produced documentary this 26 part series focus is mainly on Britain, but Russia and America's contribution are not skimmed over this is but one such advantage of a series of such length.<br /><br />Another worthy mention is the score, the music and the whole feel of the documentary is one of turmoil, struggle and perseverance. Like a film this series leaves the viewer in no doubt of the hardship faced by the allies and the Germans during the war, its build to a climax at the end of every episode, which serves to layer the coarse of the second world war. After watching all 26 the viewer is left with an extensive knowledge about the war and astonished at just how much we owe to the members of the previous generation.",1
